,k,algorithm,mean_cut,median_cut,std_cut,min_cut,max_cut,mean_runtime,total_runtime,success_rate
0,2,greedy,14.083423267036455,9.175100385748713,9.982473158099355,4.520110536851766,36.44989122219787,0.0012977242469787598,0.025954484939575195,1.0
1,2,spectral,7.509098033359093,6.131156077462607,4.900532490678316,1.6673002637309802,21.25859623893895,0.025276899337768555,0.5055379867553711,1.0
2,2,gw_sdp,17.268890013202704,10.827247358833452,12.800105115254514,5.266565329714165,43.35891696252641,0.021063458919525147,0.42126917839050293,1.0
3,3,greedy,17.35144555534778,10.610231313713605,13.153530659631686,4.976888182582862,46.59580380351295,0.0017016053199768067,0.03403210639953613,1.0
4,3,spectral,10.66824120284063,7.23067254569343,6.544683746040309,2.7567947201937217,25.95991040395098,0.026390814781188966,0.5278162956237793,1.0
5,3,gw_sdp,20.523620477681987,11.791437365930907,15.960356915390388,5.266565329714165,52.757170281924694,0.047444260120391844,0.9488852024078369,1.0
6,4,greedy,18.702983893245758,10.98299804489768,14.451520875394197,4.976888182582862,50.13538287596025,0.002351677417755127,0.04703354835510254,1.0
7,4,spectral,13.4867018089539,8.1941208611258,9.10936793075217,3.2708582512355084,35.47543344388389,0.026036345958709718,0.5207269191741943,1.0
8,4,gw_sdp,21.28370364786422,11.910308613345734,16.99301868151731,5.266565329714165,57.29588925220501,0.04518070220947266,0.9036140441894531,1.0
