,k,algorithm,mean_cut,median_cut,std_cut,mean_runtime,total_runtime
0,2,greedy,12.95823892882298,12.654617440707902,3.3044899937603307,0.0012804937362670898,0.06402468681335449
1,2,spectral,8.401116488938522,8.377696369096535,4.047157867004506,0.02576511859893799,1.2882559299468994
2,3,greedy,15.679212451455355,14.847372961193736,4.267272964978274,0.001744852066040039,0.08724260330200195
3,3,spectral,12.041802572872921,11.07556946461901,4.981342179322836,0.026550421714782713,1.3275210857391357
4,4,greedy,16.719370104696154,16.01345693137187,4.748806465031813,0.0022426795959472655,0.11213397979736328
5,4,spectral,14.370438136993748,13.421192706534613,5.093283426566551,0.02631800651550293,1.3159003257751465
